Parent	Rule	D1	D2	revisedXrule	revisedYrule	revisedZrule
ABprappaa	0	ABprappaaa	ABprappaap	0.817122741	0.328217311	0.414964576
ABprappap	0	ABprappapa	ABprappapp	0.737078466	0.31501869	0.429275989
ABprapppa	0	ABprapppaa	ABprapppap	0.655841967	0.654728159	0.229986596
ABprapppp	0	ABprappppa	ABprappppp	0.137311347	0.792223346	0.393843643
ABprpaaaa	0	ABprpaaaaa	ABprpaaaap	0.891678353	-0.208472526	0.031825573
ABprpaaap	0	ABprpaaapa	ABprpaaapp	0.796666253	-0.21456876	-0.444409611
ABprpaapa	0	ABprpaapaa	ABprpaapap	0.892383598	-0.268594413	-0.197098477
ABprpaapp	0	ABprpaappa	ABprpaappp	0.879570275	-0.034794731	0.199232539
ABprpapaa	0	ABprpapaaa	ABprpapaap	0.929965274	0.060864829	0.120531906
ABprpapap	0	ABprpapapa	ABprpapapp	0.922288917	0.295835141	0.052239134
ABprpappa	0	ABprpappaa	ABprpappap	0.858423336	0.433908306	0.056297788
ABprpappp	0	ABprpapppa	ABprpapppp	0.934681587	0.231605899	-0.031928637
ABprppaaa	0	ABprppaaaa	ABprppaaap	0.859702492	-0.33772738	-0.01327935
ABprppaap	0	ABprppaapa	ABprppaapp	0.921316761	-0.061039878	0.075983047
ABprppapa	0	ABprppapaa	ABprppapap	0.951995335	0.193955612	0.116443521
ABprppapp	0	ABprppappa	ABprppappp	0.802824228	0.473908522	0.255863712
ABprpppaa	0	ABprpppaaa	ABprpppaap	0.845735924	0.471104532	-0.014971681
ABprpppap	0	ABprpppapa	ABprpppapp	0.472921862	0.781575466	-0.073250199
ABprppppa	0	ABprppppaa	ABprppppap	0.781627653	0.498038699	0.071708495
ABprppppp	0	ABprpppppa	ABprpppppp	0.738610078	0.437836937	-0.102282837
Caaaa	0	Caaaaa	Caaaap	0.900968698	-0.032011735	0.319569078
Caaap	i0za	Caaapa	Caaapp	0.155656483	-0.060893523	0.957500276
Caapp	d0	Caappd	Caappv	-0.560082759	-0.598478657	0.381356052
Cappa	0	Cappaa	Cappap	0.680675699	-0.158860164	0.642073794
Cpaaa	0	Cpaaaa	Cpaaap	0.954297983	-0.062671924	0.084606269
Cpaap	0	Cpaapa	Cpaapp	0.49676695	0.144436129	0.821444183
Cpapa	0	Cpapaa	Cpapap	0.189066465	-0.46630543	-0.825330397
Cpapp	d0	Cpappd	Cpappv	-0.523872865	0.488259775	0.578526168
Cpppa	0	Cpppaa	Cpppap	0.634616812	0.428093774	0.493645845
Cpppp	0	Cppppa	Cppppp	0.171645461	0.601627169	0.696143395
Daa	a0za	Daaa	Daap	0.693800688	-0.230492385	0.567179328
Dpp	0	Dppa	Dppp	0.794855429	0.482593113	0.152449328
Eala	0	Ealaa	Ealap	0.96083788	-0.139320668	-0.099387457
Ealp	0	Ealpa	Ealpp	0.953120501	-0.106194444	-0.051439113
Eara	0	Earaa	Earap	0.978741219	0.02976403	-0.07823029
Earp	0	Earpa	Earpp	0.960535896	0.080252696	-0.087739449
Epra	0	Epraa	Eprap	0.872847481	0.329820164	0.236841027
MSaaaaa	0	MSaaaaaa	MSaaaaap	0.823356379	0.166165298	-0.435430771
MSaaaap	0	MSaaaapa	MSaaaapp	0.930037573	-0.008873986	-0.242080031
